raw,sub,rating,start,end
Apple CEO apologizes for error ridden new map app Apple CEO Tim Cook apologized Friday for the company s error ridden new mobile map,Apple CEO,0.66,0,1
Apple CEO apologizes for error ridden new map app Apple CEO Tim Cook apologized Friday for the company s error ridden new mobile map,apologizes,0.0,2,2
Apple CEO apologizes for error ridden new map app Apple CEO Tim Cook apologized Friday for the company s error ridden new mobile map,for,0.66,3,3
Apple CEO apologizes for error ridden new map app Apple CEO Tim Cook apologized Friday for the company s error ridden new mobile map,error,0.0,4,4
Apple CEO apologizes for error ridden new map app Apple CEO Tim Cook apologized Friday for the company s error ridden new mobile map,ridden new map app Apple CEO Tim,0.66,5,11
Apple CEO apologizes for error ridden new map app Apple CEO Tim Cook apologized Friday for the company s error ridden new mobile map,Cook,0.0,12,12
Apple CEO apologizes for error ridden new map app Apple CEO Tim Cook apologized Friday for the company s error ridden new mobile map,apologized Friday for the,0.66,13,16
Apple CEO apologizes for error ridden new map app Apple CEO Tim Cook apologized Friday for the company s error ridden new mobile map,company,0.0,17,17
Apple CEO apologizes for error ridden new map app Apple CEO Tim Cook apologized Friday for the company s error ridden new mobile map,s error ridden,0.66,18,20
Monta Ellis Ellis provided just five points on 2 of 13 shooting Thursday http goo gl fb rh1J8 nba playersnews,Monta Ellis Ellis provided just five points on 2 of 13 shooting Thursday http goo,0.66,0,14
When I teach a basketball in my own school we re gonna spend the 1st day watching Larry Bird videos the rest will take care of itself,When I teach a basketball in my own school we re gonna spend the 1st day watching Larry Bird videos the rest will take care of itself,0.66,0,26
AT T offers free cloud storage for iOS and Android AT T on Thursday announced a new service it calls AT T Locker th http cnet co RxB7aa,AT T offers free cloud storage for iOS and Android AT T on Thursday announced a new service it calls AT T,0.66,0,21
We are here NBCofChicago for our 12th Anniversary celebration You still have time to make it 6620 S King Dr,We are here NBCofChicago for our 12th Anniversary celebration You still have,0.66,0,11
We are here NBCofChicago for our 12th Anniversary celebration You still have time to make it 6620 S King Dr,time to,1.0,12,13
We are here NBCofChicago for our 12th Anniversary celebration You still have time to make it 6620 S King Dr,make,0.66,14,14
We are here NBCofChicago for our 12th Anniversary celebration You still have time to make it 6620 S King Dr,it 6620,1.0,15,16
We are here NBCofChicago for our 12th Anniversary celebration You still have time to make it 6620 S King Dr,S King Dr,0.66,17,21
KarimAndSugar I told you Shane would get his 5th star on Rivals before Signing Day Taylor_McNeill7,KarimAndSugar I told you Shane would get his 5th star on Rivals before Signing Day,0.66,0,14
Love how I skipped every category of the NTA s besides the soaps Couldn t give half a fuck if everything else went off the air tomorrow,Love,1.0,0,0
Love how I skipped every category of the NTA s besides the soaps Couldn t give half a fuck if everything else went off the air tomorrow,how I skipped every category of the NTA s besides the soaps Couldn t give half a fuck if everything else went off the,0.66,1,24
New York Giants Game by Game Predictions for the 2nd Half of the Season http dlvr it 2PF10l,New York Giants Game by Game Predictions for the 2nd Half of the,0.66,0,12
C mon c mon does sound like Queen s we will rock you somehow,C mon c mon does sound like Queen s we will,0.66,0,10
Pick the Chelsea team to play Swansea Chelsea s focus now turns back to the Premier League and on Saturday we make http ow ly 2sZ1js,Pick the Chelsea team to play Swansea Chelsea s focus now turns back to the Premier League and on Saturday we make http,0.66,0,22
Amazon has opened an online store for Black Friday 22 days before the shopping event is scheduled to take place HAHA THIS IS WAR,Amazon has opened an online store for Black Friday 22 days before the shopping event is scheduled to take place HAHA THIS,0.66,0,21
Amazon has opened an online store for Black Friday 22 days before the shopping event is scheduled to take place HAHA THIS IS WAR,IS,1.0,22,22
Amazon has opened an online store for Black Friday 22 days before the shopping event is scheduled to take place HAHA THIS IS WAR,WAR,0.66,23,26
Amazon has opened an online store for Black Friday 22 days before the shopping event is scheduled to take place HAHA THIS IS WAR,,0.0,27,27
Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday AFRICA,Esperance will be,0.66,0,2
Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday AFRICA,without star player,0.0,3,5
Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday AFRICA,Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday AFRICA,0.66,6,22
chrischris__ The Sun Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna legend,chrischris__ The Sun Paolo Di Canio says beating Aston Villa tonight would,0.66,0,11
chrischris__ The Sun Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna legend,be,0.33,12,12
chrischris__ The Sun Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna legend,like having sex with Madonna legend,0.66,13,19
OBVIOUSLY i am not a fan of Dream High 2 and i haven t even watched it well i watched the 1st ep that s where i heard that song,OBVIOUSLY i am,0.66,0,2
OBVIOUSLY i am not a fan of Dream High 2 and i haven t even watched it well i watched the 1st ep that s where i heard that song,not a fan,0.0,3,5
OBVIOUSLY i am not a fan of Dream High 2 and i haven t even watched it well i watched the 1st ep that s where i heard that song,of Dream High 2 and i haven,0.66,6,12
OBVIOUSLY i am not a fan of Dream High 2 and i haven t even watched it well i watched the 1st ep that s where i heard that song,t,0.0,13,13
OBVIOUSLY i am not a fan of Dream High 2 and i haven t even watched it well i watched the 1st ep that s where i heard that song,even watched it well i watched the 1st ep that s where i,0.66,14,26
Black History Fact Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year and to repeat the next yr,Black History Fact Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year and to repeat the next yr,0.66,0,26
Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I ve seen tonight,Watching David Letterman with,0.66,0,3
Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I ve seen tonight,no,0.0,4,4
Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I ve seen tonight,audience but playing like they are still there is the 2nd,0.66,5,15
Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I ve seen tonight,most brilliant,1.0,16,17
Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I ve seen tonight,thing I ve seen,0.66,18,21
Gov Mitch Daniels will announce his Indiana Supreme Court pick at 10 a m Will the 3rd time be the charm for a female member of the panel,Gov Mitch Daniels will announce his Indiana Supreme Court pick at 10 a m Will the 3rd time be,0.66,0,18
Gov Mitch Daniels will announce his Indiana Supreme Court pick at 10 a m Will the 3rd time be the charm for a female member of the panel,the,1.0,19,19
Gov Mitch Daniels will announce his Indiana Supreme Court pick at 10 a m Will the 3rd time be the charm for a female member of the panel,charm for a female member of the,0.66,20,26
The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two tone dress by shopbop http piecefulwedding com puzzle 31 Monday,The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a,0.66,0,15
The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two tone dress by shopbop http piecefulwedding com puzzle 31 Monday,unique,1.0,16,16
The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two tone dress by shopbop http piecefulwedding com puzzle 31 Monday,two tone dress by shopbop,0.66,17,21
HARAKAH Iran army monitoring all ships in Gulf TEHRAN Oct 28 A senior commander of the Islamic Revolution Gu http bit ly VSN8MS,HARAKAH Iran army monitoring all ships in Gulf TEHRAN Oct 28 A senior commander of the Islamic Revolution Gu http,0.66,0,19
Feb 13 desperation day D Happy Desperation Day D,Feb 13 desperation day D Happy,0.66,0,5
Feb 13 desperation day D Happy Desperation Day D,Desperation Day,1.0,6,7
Feb 13 desperation day D Happy Desperation Day D,D,0.66,8,9
HT Norwich 0 0 Spurs We ve edged the 1st half without creating any clear cut chances Bale s had a couple of decent long range efforts,HT Norwich 0 0 Spurs We ve edged the 1st half without creating any clear cut chances Bale s had a couple of decent,0.66,0,23
Guys the Marijuana law in Colorado Oregon and Washington can pass this Tuesday HighHopes,Guys the Marijuana law in Colorado Oregon and Washington can,0.66,0,9
Guys the Marijuana law in Colorado Oregon and Washington can pass this Tuesday HighHopes,pass,1.0,10,10
Guys the Marijuana law in Colorado Oregon and Washington can pass this Tuesday HighHopes,this Tuesday HighHopes,0.66,11,13
Breezin won the Best Pop Instrumental Performance at the 19th Grammy Awards,Breezin won the,0.66,0,2
Breezin won the Best Pop Instrumental Performance at the 19th Grammy Awards,Best,1.0,3,3
Breezin won the Best Pop Instrumental Performance at the 19th Grammy Awards,Pop Instrumental Performance at the 19th Grammy Awards,0.66,4,11
Not wearing make up to Dublin tomorrow until I m getting ready for the party Help,Not wearing make up to Dublin tomorrow until I m getting ready for the party,0.66,0,14
Snow may fall for parts of CNY the next few days Find out where the best chances will be at 6 42 am on TV online http www 9wsyr com content mediacenter live one aspx,Snow may fall for parts of CNY the next few days Find out where the best chances will be at 6 42 am on TV online http,0.66,0,26
Cofield draws leadoff walk in top 4th Zaharion at the plate,Cofield draws leadoff walk in top 4th Zaharion at the plate,0.66,0,10
Sat down to watch Michael Jackson this is it on DVD xx,Sat down to watch Michael Jackson this is it on DVD xx,0.66,0,11
On the set of the Axis of the Nigerian Economy airing every tuesday 8 30pm on NTA international DSTV http lockerz com s 252184437,On the set of the Axis of the Nigerian Economy airing every tuesday 8 30pm on NTA international DSTV,0.66,0,18
Text from my dad you like Charles Dickens 1 obvs looking at my amazon wish list too late for Sunday 2 why th surprise,Text from my dad you like Charles Dickens 1 obvs looking at my amazon wish list too late for Sunday 2 why th,0.66,0,22
Text from my dad you like Charles Dickens 1 obvs looking at my amazon wish list too late for Sunday 2 why th surprise,surprise,1.0,23,23
Upset alert in ACC men s soccer 1 Maryland down 4 2 to Wake Forest late in the 2nd AND down a man after an earlier red card,Upset alert,0.0,0,1
Upset alert in ACC men s soccer 1 Maryland down 4 2 to Wake Forest late in the 2nd AND down a man after an earlier red card,in ACC men s soccer 1 Maryland down 4 2 to Wake Forest late in the 2nd AND down a man after an,0.66,2,24
really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd BiasPrick,really bored,0.0,0,1
really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd BiasPrick,of this host on Super Sunday,0.66,2,7
really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd BiasPrick,doing nothing,0.0,8,9
really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd BiasPrick,but talk and rave about Man Utd BiasPrick,0.66,10,17
